"V1","V2","V3"
-1.21509820881825,-1.40323696713564,-0.908228126985667
-1.83867412420072,-1.21519724748069,-1.11894883476586
-0.777658121339883,-1.54166140712127,-1.03707130771832
-0.84809585772105,-0.648338687784273,-1.04799051737345
-1.06600869615337,-1.3573484876266,-0.75820689055634
-1.80402670146591,-0.750056867516198,-0.976375700496646
-0.9311137604403,-0.923301795781673,-0.861744920053956
-1.11836436125504,-1.06888626727656,-0.725639982947148
-0.439948420456413,-1.49728867227317,-0.990821517475392
-1.44678825198537,-1.03155470256847,-1.23099552230511
-1.20925766905324,-1.42557077551888,-1.38359254794475
-1.44524202935622,-0.640130028129554,-0.500916434884135
-1.35261447580437,-0.276599057906028,-0.843341499724471
-1.80833083616684,-1.41087329250544,-0.554771595939806
-1.64251594290564,-1.30739637230212,-0.878547579364592
-0.545237626289656,-1.47040428170853,-0.667065398979435
-0.683650519620219,-1.11413650062998,-0.747748649699216
-1.8057906821352,-0.895705438725284,-0.276692468050144
-1.52684975252868,-0.86445123190446,-0.877311275597716
-1.67431724762445,-0.988032930103536,-1.60739424014542
-1.74807364080601,-0.678739818160013,-1.18848277098788
-0.91367712397362,-1.31435165360952,-0.850638777223339
-1.27713050429656,-1.31502691642816,-1.17053409815985
-0.908476719551769,-1.34735555355125,-1.39955745678667
-1.68562866888503,-0.784211239674605,-1.3263705030506
-1.57305232411192,-1.02496701901151,-1.12673279247138
-1.53858670263596,-1.22073559182549,-1.12452300460091
-1.06929471294578,-1.15368778823072,-0.48941928785671
-0.95664410912289,-0.895394363112386,-0.163604158017998
-1.40681631975987,-1.04976644634665,-0.461690027272846
-1.30233112180185,-1.10836687311649,-1.43256160830276
-1.68978811292109,-0.683036419837615,-1.3562953875748
-1.02915887191131,-0.877979073863135,-1.20797771564275
-0.857392937922755,-0.696530917447429,-1.51188323078943
-1.60582774234621,-0.959051292006449,-1.32507941541902
-1.65298803533381,-1.03831894828997,-0.414367290704825
-1.15792008074485,-1.08900704895316,-1.01316809168745
-0.159387415426265,-1.01677010201334,-0.902395982426839
-0.976529686649508,-0.659950508023363,-1.43969866312853
-0.967379873456707,-0.842970233613152,-0.62100383087715
-0.836283413760878,-0.815414824849246,-0.761246134407948
-1.04226046148583,-0.923999410306668,-0.881996863336049
-0.585755516139127,-1.38984351868218,-0.329340176720953
-1.46015501598064,-0.714101563453769,-1.54882500026892
-1.79099459464487,-1.12821510338381,-1.00110732829059
-1.26662293913284,-1.21270205839216,-0.855858560375975
-0.73295089771552,-0.614687849935025,-1.43672081831069
-0.699331948610649,-0.894791601730582,-1.57228687142497
-1.13339905166733,-1.23482462580649,-1.11520639478986
-1.43614479167554,-0.749437012228164,-0.764212024720596
-1.46019176773585,-0.952423372858133,-0.604117616704009
-0.751614238480127,-1.22012431512266,-0.788539347080501
-0.519733673274214,-0.790779001636089,-0.955784683630118
-1.09418342353258,-1.31676035054063,-1.03642599495219
-0.387365404884291,-0.789926613074868,-0.914729507883282
-1.06161220754206,-0.811916261230062,-1.34052668636634
-0.964703414325342,-0.830045730475618,-1.02704411158025
0.0712687926932085,-1.12829635247991,-0.884416580096525
-1.24807910687918,-0.670308213940188,-0.76528340290403
-0.674826271862267,-0.998526300493433,-1.3112634206964
-1.30147869339478,-1.2258637353687,-1.16687735238488
-0.823696092334635,-0.804205459786164,-0.818960053819123
-1.55719088235955,-1.13039023870169,-1.40395137053964
-0.741129187406708,-0.813829787219576,-0.922331269793152
-0.870727488665154,-0.774848695023993,-0.622415524508797
-0.287558229114022,-1.05846452512708,-0.908274391975963
-1.24336662047867,-1.3796389217902,-0.708974678879562
-0.0718755926430974,-0.106397281195644,-0.986569393322348
-0.805658467961971,-0.549310183309168,-1.36743694226153
-1.5320892643842,-0.590069534451955,-0.832583366422972
-0.856594134274406,-1.21951236373459,-0.834184310281442
-1.22449002610204,-0.904569770371621,-1.02594055737395
-0.865841855681647,-1.47070260748111,-1.40491485303284
-2.0527031161544,-0.977229774414009,-1.30847672437343
-0.474241048781659,-1.32405515926699,-1.32951776233829
-1.52026207604835,-1.38663469393928,-1.58356800745855
-0.660872039678518,-0.886258322868091,-0.906329043599272
-1.26284033333674,-0.667124296599133,-0.825007644448943
-0.845038402392849,-0.777357858535187,-1.08170166234221
-0.218519690842474,-0.664358477454154,-1.41264779020413
-1.51519384587804,-0.598001915953534,-0.667852711429038
-1.05060055771663,-1.28940081464181,-1.35894727100919
-1.41860248972444,-0.831684607879306,-1.24071435089671
-0.985479873790317,-0.692564739725028,-1.1015270926982
-0.509086422157884,-0.815799747786037,-0.607472701714979
-1.88388593407279,-1.70851087018695,-0.711928464419489
-1.37010582088487,-1.27354500377464,-1.41825388331574
-0.83370874563021,-1.1113073810208,-1.15752240222435
-1.17183856977898,-0.820927106346257,-1.44547480902459
-1.6367429193165,-0.773554223446085,-0.900140149448351
-0.947594614679409,-1.04063447563022,-1.02149322934192
-1.09794155612694,-1.14477109622915,-0.997990416916026
-0.640597223549536,-1.17098469400597,-1.05624797000114
-0.151916826231487,-0.985241051109711,-1.01045090148411
-0.974670891725585,-1.03693175883697,-0.694930879603902
-1.33370746317359,-1.22747463249447,-0.784050649706717
-1.32080719386181,-1.23234123357802,-1.22065129762784
-1.27187010832963,-0.635998399386367,-0.896494895870284
-0.658563411778269,-0.887514094292068,-0.932176290055673
-0.836983794591643,-0.876895725663139,-1.07428023991204
-0.542148922362791,-1.34912446866714,-0.981018170745422
-0.777024847789697,-1.31635381737666,-1.47368493931928
-1.25545096174184,-0.881523470491964,-0.880500622991698
-0.54189857041774,-1.13302535165993,-0.7467650622415
-1.05056489227565,-0.800641855929735,-1.1773901815933
-0.976466757266936,-1.04254722156067,-1.13733418905585
-0.620803271749638,-1.01156037328559,-1.40821511738659
-0.714132004180423,-1.51589958521003,-1.39122155405467
-0.706800057434003,-0.402696803586698,-0.972818470686224
-0.297193994581904,-1.2002187645273,-0.788523603002511
-1.186275610261,-0.881835147319131,-1.29188285690751
-0.292915361889241,-1.10133642688629,-0.618275856602664
-1.03291083695645,-1.1897692867219,-1.11787032214563
-1.07653455757657,-1.31518045729193,-0.811152483385451
-0.617006101839202,-1.0936844533431,-0.718211813377736
-0.748964759902893,-1.18104650157976,-0.740916942749495
-0.714521177471049,-1.29373896533163,-1.09471732641804
-0.144211051982907,-1.12779519683859,-0.849938550634548
-1.2984255607943,-1.12011656061728,-1.00595792590198
-1.6226527985075,-1.14805505388361,-1.16777554388804
-1.254589468955,-1.32072767148814,-0.698327881165047
-0.845496232250778,-0.567889180759583,-0.866504489354067
-0.361961606481914,-0.860373315918273,-1.56858791896487
-0.968873545280304,-1.40116265830571,-0.876610713758609
-1.19840266855881,-1.46269682856296,-1.16000713402325
-0.437153758500629,-0.968602589306255,-0.833116821732969
-0.348034194562646,-0.604437751007551,-0.514379100300757
-1.03286435122935,-0.861067008903833,-1.27817580735368
-0.900120426832741,-0.513293055386349,-1.26216250947625
-0.701756735406474,-0.539224611568237,-0.896495689996086
-1.00880855964665,-1.38552555006758,-1.4610963768062
-1.10996954125113,-1.5092709481436,-0.790769883180878
-0.718626648651081,-1.55698918606664,-0.675939370655628
-1.26812927846107,-1.1327435944307,-1.20999559470137
-0.842018286109929,-0.933713071746045,-0.728105684191913
0.109504722706606,-0.767025081753826,-1.19586220607165
-0.289300548896363,-0.627727851986851,-1.04553997229046
-0.756973611422878,-1.53234927673368,-1.12949829645513
-0.82151331133909,-1.01482977657905,-0.816657720471445
-0.65943176612005,-1.15057153782178,-1.13571864932945
-1.720029081921,-1.09895306765458,-0.910876859450031
-0.226102152217432,-0.411525376347812,-1.12736165485783
-1.83206959887274,-0.620602011194304,-0.759886858938333
-0.53541858183964,-1.19073003280986,-1.78378877390575
-1.11783336154108,-1.03942948375358,-0.613933760504227
-1.21487770141344,-0.961006611615775,-0.726393244069548
-0.542158272129972,-1.13706185799394,-1.16683864151957
-1.28618208340701,-1.22886190800631,-0.880442982815186
0.266289082587189,-1.43285597517927,-1.08973551917778
-1.00987270966679,-0.974080232649399,-0.926889729378414
-1.24689782421713,-0.789095474709751,-1.02755201581582
-0.931758658840432,-1.2808443505272,-1.48046091502009
-1.37048225009547,-0.922406987220382,-0.771526809602033
-0.589656602321365,-0.63495454979028,-0.458474969704669
-1.34624346012636,-0.545051103147528,-1.36424833835155
-0.384787452068817,-1.22025198211141,-1.10979815763958
-1.69995190690338,-0.54715475684907,-1.05705074354157
-0.894289306707952,-1.3630575071654,-1.09237343653838
-0.412212635449925,-0.659349936808125,-0.848357561905533
-1.89982972992702,-0.670074642893182,-0.456383663208783
-0.835861954971083,-0.984011382710652,-0.34498714317474
-1.20963621010128,-1.32457217003774,-0.805404490018414
-1.36596045675593,-1.26753367274383,-1.31766383524347
-0.579988050484584,-1.24294583295353,-1.163205144074
-0.749633085081653,-1.40366600143551,-1.06092463329673
-0.964925883030228,-0.612236788095168,-1.08109398985741
-1.71077965628556,-1.39696098753302,-1.02587199780059
-1.28972353127645,-0.89381702190776,-0.92536306444106
-1.62388334754337,-1.3472482981838,-1.203018962116
-1.35300251254984,-0.798156658515625,-1.12210913984158
-0.314306348203526,-0.752871495347514,-1.37909152702934
-1.31545352714564,-0.959351213402605,-0.633697486421027
-1.25685740762146,-1.15735560936272,-0.701039322518978
-1.27822373837083,-0.852579928806381,-0.843099330665515
-1.26662015014747,-1.00688649876211,-0.980403843598433
-0.524893616490619,-0.88498199387804,-1.60962797898088
-2.36570992567709,-0.759892417201454,-1.10856726425942
-0.677962366691253,-1.32388163662474,-0.99552552575305
-1.42323002867441,-1.41125655454561,-1.1054792701046
-0.668723363304624,-0.512050883678933,-0.818628539372251
-1.32601598280396,-0.966723066882747,-1.11886745180426
-1.40059823282612,-0.707830356948009,-1.11597867543652
-0.482166924689745,-1.3231858046884,-1.49758713721391
-1.2201060427827,-1.55544560790196,-0.847845614393004
-1.36178233943489,-1.17087736984853,-0.808676304986733
-0.404945957384222,-0.634578084959072,-0.960976363008156
-0.352584134250401,-1.33727841756059,-1.18622523546346
-1.90666443849679,-0.366276260773495,-0.90309097459469
-0.488501912941476,-1.34385929385088,-0.251218354619087
-2.48365093491761,-0.645754500846156,-1.16172344786371
-1.41561772582165,-1.39643364286527,-0.687193753078559
-1.25642699178233,-1.71905324978931,-0.781940323797768
-1.47678856105305,-1.14963191623367,-1.26371359644616
-1.00371380448776,-1.26113458951058,-1.15750460553082
-1.3260098212839,-1.38308343007728,-0.691886433940488
-1.48213053954121,-0.893405293579625,-1.16362618665636
-1.44544535976734,-1.64749553651319,-1.31246437060211
-1.49570791477283,-1.04256204591919,-1.00530025139574
-1.02030138711165,-0.891246332684768,-1.11903150794931
-1.10877142332598,-0.440017840877692,-1.14871885842962
-1.40186652242093,-0.853995744218117,-0.872805407383784
-0.808947630816428,-0.644965407564816,-1.02467543897341
-0.698576675109973,-1.04279368526063,-0.612348794734626
-1.24839972862049,-1.00867727568863,-1.29171053369226
-0.582836253959021,-0.957451975857508,-1.16442651798783
-1.62393332309344,-0.725775124997413,-0.875549500211344
-1.0772069413345,-1.04213759609654,-0.741861820662265
-0.135768401228829,-0.785848991977325,-0.956786236626247
-1.22439573608503,-0.728030321552843,-1.44147151510093
-0.687519351158103,-0.939484686334693,-1.13292324528073
-0.812349399364526,-0.420536409112775,-0.919454399991488
-1.87355096136177,-1.23612355541987,-0.969146298363768
-1.45635486872834,-0.667210215390083,-1.24521004290188
-1.55409312234153,-0.942901660309918,-1.03374162166216
-1.29462704127005,-0.626766208258809,-1.01048514311186
-1.36215818126349,-0.789898366539772,-0.814236044649715
-0.884873910713024,-1.32179609385686,-0.971779333308556
-0.333650278683335,-0.723705905181041,-0.885582323072325
-0.842263357681464,-1.26004704881201,-1.24934003500149
-0.337153761878994,-1.01834696994602,-0.970167803096681
-0.651245835198748,-1.26059803539901,-1.16696455142417
-1.49435961642658,-1.19779407093114,-0.599418537598595
-1.37285883340336,-1.49443186417228,-0.690237208715811
-2.34424241531853,-1.5126490521303,-0.953663904247613
-1.96678706723177,-1.13297248231551,-0.923050764680442
-1.35136956931548,-1.10766435344089,-0.701432614743891
-0.0658160110600098,-1.76867157601849,-0.72368531503889
-0.892933420928599,-0.940169400116103,-0.631256769038022
-0.657406977120721,-1.13686515541185,-1.08376970249275
-0.961713809369206,-1.72361641412936,-1.03807405006082
-1.47321519356913,-0.307550011464398,-1.02493033903208
-0.764518744548643,-1.31815500939251,-1.17384031301546
-1.55235463236159,-0.610823876797249,-0.853331402135324
-0.595829390042012,-1.18543732236725,-0.54105934364853
-0.217496532327996,-0.723494865061636,-0.750593783768751
-1.12747748786594,-0.976694564881125,-0.554717961354367
-1.11306929441117,-0.916770602906634,-1.16565689874961
-1.01103410170909,-0.769324116995202,-0.810573197563689
-1.10527674209873,-0.955779696076291,-1.21030722747539
-1.34280863821026,-0.542485413027533,-0.813243229181334
-0.579794737364058,-1.30338601804835,-1.26245524405976
-0.635798112008111,-0.726471665344233,-1.4187441554574
-1.52591660146258,-0.630974276791714,-0.540832798740848
-0.850410792680551,-1.18304162263808,-1.15109413376068
-0.505983030244481,-0.884365386874791,-0.935459807973131
-2.05553015977186,-1.31636037622118,-1.35801664332723
-1.48909904505393,-1.2493682058555,-1.17378934773972
-0.502579316524123,-0.202389166592904,-0.963621808575491
-1.34298447943685,-0.589622456469955,-1.00409897389516
-1.66277466052948,-1.25805430014306,-0.916034241554481
-0.550610432525188,-0.764334750450621,-0.781246467664677
-1.58203787898664,-1.06528928039735,-1.06320915160268
-0.556242760617298,-0.711249472796884,-1.05940913600892
-0.969621584313734,-0.397646722716128,-0.723835959065189
-1.23222861019978,-1.02383903415868,-1.6782244718527
-0.649653715264909,-1.32390077427389,-1.26375451883798
-0.704328110073887,-0.636703245999331,-1.22032931157173
-0.451192548153575,-1.26993425366616,-1.08590516148043
-0.642987853879339,-1.48690466902482,-0.821113953957317
-1.17857765584118,-1.38667308349744,-1.00567978018077
-0.90355250896342,-0.863185154956103,-0.892750948731702
-0.809585618239503,-1.45902538431303,-0.813267340810875
-1.33038690360593,-0.718297704235557,-0.957216449476186
-0.756331683576293,-1.24744962239062,-0.797700732960911
-0.264125206140287,-0.888913071016853,-1.02862660269533
-1.13844524969806,-1.30723163977454,-0.811444145388673
-0.961437353577259,-1.10169421028877,-0.925927008290544
-0.784137881611739,-1.54746524207825,-0.921957876226694
-0.664146027300914,-1.37467062302547,-1.06655921351301
-0.911471050490794,-1.20410367657551,-1.05911663597509
-1.42379169659638,-1.22005991108383,-0.334452447942454
-1.85570934899107,-1.19217665031421,-0.727796826652048
-0.360348919979172,-1.05456869143581,-1.56797189497601
-1.21001930918129,-1.24438985656742,-0.846831180830876
-0.449260615450206,-1.17318253102439,-0.973951113800029
-1.64691747997233,-1.05803979917968,-1.01960098013106
0.197337726039323,-0.524212683091474,-0.81484777997243
-0.818393287806183,-1.73059879775395,-1.08814007743785
-0.511492403160235,-0.741487481313915,-0.782714617731132
-0.787976327363752,-1.26366577259839,-1.16297132459765
-1.24185647640252,-0.790516088260111,-1.51397419287475
-1.50806659873588,-0.550345114432406,-0.357862775397207
-1.44414584920268,-0.983017935107518,-0.876997287187233
-1.8855437184698,-0.596554214443791,-0.933859925238326
-0.826693673405643,-0.653697016602424,-0.771375163033941
-0.669891480650327,-0.755964669287622,-0.792998112082128
-0.95625514219059,-0.882597953372012,-0.643563197533438
-1.22115686142375,-0.603010905458563,-0.931202587508357
-1.01043178697057,-0.954119098720529,-0.623715839976263
-0.909712784908641,-1.21812128751713,-1.13859470580889
-1.79594818338702,-1.1333463855888,-1.00391912463776
-0.891770177991267,-1.1932751743354,-0.910007815430907
-0.674224871678355,-0.710080009367318,-0.746018416707104
-1.45467126095173,-0.589160162744487,-1.50492667265
-0.583654981779205,-1.04859150775391,-0.788051601919178
0.0286189989329217,-0.589117513264717,-0.582416107129625
-1.63869052766945,-1.25731492430577,-0.691396660562661
-1.48616300369659,-1.28805966314927,-1.53390777952828
-0.158878783686012,-0.775559612534947,-1.35365830882098
-0.996142418045204,-0.850719902942972,-1.10248108232753
-1.09666142623406,-1.05287048903591,-0.735181789845355
-1.12207310175152,-0.506053903862423,-1.48796232010526
-0.967709541410483,-1.06002651938429,-1.50060312603653
-0.796564037878368,-0.921921982105105,-1.35055289890763
-0.686097271734945,-0.932648200724746,-1.17432042168753
-1.70349751729898,-0.849091716943038,-1.48301149694312
-1.42930433398796,-0.718932176302386,-1.10202993835689
-1.49453864064186,-1.22026406622799,-0.658000393262322
-0.705253598194084,-1.42984734042511,-1.08211652352755
-1.08396608874282,-0.989120803081903,-0.501063499879866
-0.364313037239611,-0.651969465957522,-0.508076116479631
-0.813839650902108,-0.999960743750173,-1.08401288171384
-1.73813679427506,-1.15603802441056,-1.33787039475235
-0.561209119449381,-1.35587358682014,-1.04377840777696
-1.10894616800781,-1.19763552520995,-1.17140293428224
-2.18894338414026,-0.520534232225894,-1.02438187227945
-1.04775169080398,-1.15168348520612,-0.84624143736468
-0.774100599314799,-0.56020781469376,-1.10176443278367
-1.90313085508527,-0.790576605402599,-0.915746059738124
-0.664414064586913,-0.82729294452874,-1.17408386837579
-0.229148065438189,-0.596337664061949,-0.714917838891172
-1.89064711928632,-0.679210948001696,-0.434640042981849
-1.0336548478929,-1.0251164308991,-1.10966526597115
-1.14096473090912,-1.15948621928973,-1.31632100832216
-1.04146374393198,-1.19307582797443,-0.677221344718484
0.301979351464802,-1.1954551579389,-1.29543060317064
-1.10199521315625,-0.629203004459194,-0.956435930731438
-1.0062091196487,-1.48417381002702,-1.26060887334673
-1.17756883422398,-0.477400848255546,-0.587956422973487
-1.28575624319836,-0.877535529288109,-0.983722593517953
-1.27295438564137,-0.77462682312804,-0.576212616255077
-0.502588643543056,-0.734697683572062,-0.658076266616226
-1.32276971594403,-1.28075290299235,-0.9729345092163
-1.48368463588268,-1.1695284897116,-1.35985793608397
-1.10799111243721,-1.1692535502314,-0.831867906171215
-1.61052811613683,-0.985599600595802,-1.05541994151931
-0.834236903750028,-0.531591681459684,-0.929084620400143
-0.737153766203238,-1.20384624823993,-1.19900231366995
-1.1172422730691,-0.92580594877001,-0.887319971722548
-0.284355105277105,-1.14233348205546,-1.16009762881019
0.265047069494357,-0.79129146385736,-0.773405263945358
-1.57426975586101,-1.18859780267263,-1.24620565882723
-0.222511190822852,-0.550353410257424,-0.943589181987102
-0.910326799011988,-1.15396709281807,-1.12080208304096
-1.10465498692806,-1.30732396580573,-1.2148134279727
-0.749297021824276,-1.04530238147141,-0.744642441263863
-0.427235767979266,-0.808929312875651,-1.10827482647233
-0.746167939732299,-1.1465852002334,-1.45919925518628
-0.384944111730934,-0.897377803426639,-0.757204712337464
-1.41568159294323,-1.11884989911393,-1.1961740473549
-0.96281495906441,-0.621631874379628,-1.26035534096721
-0.97113038717924,-1.37497912906226,-1.04067181278736
-0.792524747197894,-0.716840630403451,-0.490043344821187
-1.07453364505088,-1.02867314715241,-1.00633901914629
-1.59374902893094,-0.912443260254044,-1.02545128022994
-1.16310083096767,-0.988820014769424,-1.01115976553244
-0.889523834024379,-1.4335480792066,-1.14399179677605
-1.54603525124386,-1.21224934000802,-0.679510026400327
-0.907819968174802,-0.659461319513242,-1.1172667131987
-1.06012651208607,-0.697589813557197,-0.966338168342009
0.573836902013666,-1.18765647290637,-0.701335843295627
-0.827799448616316,-1.03183818345908,-1.53588173506096
-1.52437219541166,-0.90555824485826,-1.0243272933441
0.799290411934891,-1.25871340348328,-1.23530151327188
-0.851831200282945,-1.10035336185065,-0.489212629233092
-1.39783067525346,-0.482093427715074,-0.669336625966512
-0.673077627985109,-0.69958460782065,-1.26912654524417
-1.53439819175275,-1.09384505097949,-0.846857269475453
-0.856693413359663,-1.40490986611774,-0.772256463165672
-1.02473156606169,-0.924295990379483,-1.46737936153914
-0.962582216204502,-0.628458944567645,-1.23377746807654
-0.827831412286943,-0.977694078261361,-0.770924949287549
-0.717343088608266,-1.10649686932824,-0.415776107434715
-1.17528309162227,-1.12669651440817,-0.797234419765676
-0.114660828438498,-1.4887447358759,-0.565958416311101
-0.139573387071996,-1.08770195814905,-0.977204101855898
-0.476592409396788,-0.740497826930452,-1.14234008671021
-1.52403437918035,-0.817900080374989,-0.797946828715706
-1.63974967252032,-0.666413118604424,-0.735215027208988
-1.04150785494126,-0.498385276419626,-1.27324798623166
-1.99482237429437,-1.19862826563029,-1.16478968852449
-0.705381529600066,-0.928995080736855,-1.38603740553925
-0.335778083277165,-0.918296871126062,-1.19647902443929
-0.303210138674897,-0.704807330985925,-0.75503673583061
-1.58538870559977,-1.01482033861514,-1.20203757292764
-1.13770258491299,-1.12347786518738,-1.13350514332674
-1.6266589029425,-0.991336971160251,-1.2007129294961
-0.369306519484746,-0.848587352840445,-0.976317760535078
-0.939097927160019,-1.41117087140067,-1.43234009354431
0.101669607790317,-1.08083783333979,-1.17187472022929
-1.42362149983917,-1.2782279746255,-0.921645531826334
-1.0602425597703,-0.702028833050571,-1.08311549391083
-1.20108473278529,-1.08967182711184,-1.67291281474536
-1.34107035847596,-0.545357845084095,-0.638329139798546
-1.77478228558062,-1.04601078431918,-0.928281502887435
-1.76454350309921,-0.97639115603955,-0.761692870542804
-0.325796673735838,-1.13347093886798,-0.558418036992389
-1.081737252917,-0.345912366986595,-0.915075817144933
-1.00931971651967,-0.886062048930746,-0.933398354437209
-0.981309995061069,-1.16326684137646,-1.25433176832865
-0.870397023918973,-0.810678705419724,-1.49715218268663
-1.45902361197196,-0.778149792242228,-1.06089038565823
-1.40865421579972,-1.45403236470847,-0.671537898394191
-1.62535070690942,-1.0383985500998,-0.825882094366782
-0.892270890381161,-1.05436105226851,-1.10623695184392
-1.03786605297366,-1.34897136124382,-0.573132722076963
-0.972507552017722,-0.965100288325294,-1.14473770398147
-0.891706103947433,-0.903512799962163,-1.21235151963966
-1.32526336303776,-1.21073773166328,-1.49285936704929
-0.450657069428178,-1.33931779171287,-1.24798884271452
-1.3298941107153,-1.07297547547604,-1.10144440778085
-1.16220210438172,-0.337390527103029,-0.976029411346795
-1.31818553212789,-0.670372216686912,-1.2158507203327
-0.923226518502471,-0.663542989941265,-1.59334432753838
-1.02569611382981,-1.27507758582072,-1.59520576316328
-1.1729101926296,-0.910940643216768,-1.08161396478926
-1.10328409023627,-0.936863110601533,-0.736369582853589
-1.1063679674437,-0.869519648914706,-0.5143722647464
-1.02518806354303,-1.23596616498495,-1.01685226147924
-1.69334668241357,-0.912257124333164,-1.17938164453527
-1.51123873766332,-0.822747672765194,-1.02296277080134
-1.30908351724866,-1.23478959234533,-1.01564975965702
-1.17677732368403,-1.60225829167147,-1.30756228349815
-0.988130063000769,-0.982308702759199,-0.52028318780277
-0.962955221223832,-1.43671630758359,-1.63692822632955
-1.19445161451841,-1.08776169359503,-0.958532502442573
-0.902539535445445,-0.995858954531381,-0.864246659877113
-1.63787118580531,-0.812919315134552,-1.19985805795358
-0.0580884054081171,-1.01514508005108,-0.896224317231399
-0.408467601593792,-1.25424969191709,-0.763328800652277
-0.875833243130715,-1.17277521417303,-0.645996955150167
-1.12731103731046,-0.919063205585622,-1.46273740121098
-1.04310193507397,-1.3001182988278,-0.752681878625937
-1.38579539672344,-1.17618362722193,-0.985545270336417
-0.800969803310348,-0.613175826003423,-1.38961962157079
-0.959143442350179,-0.714126695874893,-1.24255325158593
